50, 1
y, 11
getAbsoluteValue, 1
'r', 1
10, 1
bishopEvalBlack, 1
kingEvalWhite, 1
900, 1
90, 1
30, 2
'n', 1
piece, 8
kingEvalBlack, 1
"Unknown piece type: ", 1
0, 1
type, 7
i, 3
bishopEvalWhite, 1
isWhite, 5
pawnEvalBlack, 1
'q', 1
evalQueen, 1
'b', 1
'k', 1
rookEvalBlack, 1
x, 11
rookEvalWhite, 1
pawnEvalWhite, 1
knightEval, 1
9, 1
'p', 1
